,target,state,year,crop,area,ndvi_1,ndvi_17,ndvi_33,ndvi_49,ndvi_65,ndvi_81,ndvi_97,prec_1,prec_32,prec_60,prec_91,temp_1,temp_9,temp_17,temp_25,temp_33,temp_41,temp_49,temp_57,temp_65,temp_73,temp_81,temp_89,temp_97
300,150.0,Ohio,2007,corn,3850000,3825.422,3017.896,446.574,1877.17,3273.522,4238.461,4265.135,0.004,0.002,0.003,0.003,13911.744,13693.112,13661.842,13484.665,13141.947,13140.286,13599.705,13945.486,14193.571,14160.557,14607.762,14758.678,14324.896
301,131.0,Ohio,2008,corn,3300000,2945.275,3462.048,1868.405,876.096,2225.829,3461.953,4089.757,0.002,0.005,0.006,0.003,13633.795,13906.151,13517.944,13470.246,13985.313,13568.314,13511.728,13723.501,13804.694,14111.544,14181.128,14329.043,14692.452
302,171.0,Ohio,2009,corn,3350000,2671.544,425.796,2387.912,2992.047,3344.969,3580.223,3996.823,0.003,0.002,0.002,0.004,13662.716,12984.551,13486.963,13549.817,13544.023,13900.754,13799.913,13833.624,14232.454,14501.972,14510.029,14470.635,14491.989
303,160.0,Ohio,2010,corn,3450000,688.591,1902.455,154.947,484.199,3392.892,3791.242,4616.066,0.002,0.003,0.003,0.002,13298.5,13467.435,13697.846,13481.55,13294.675,13435.295,13602.368,13800.116,14008.043,14509.237,14180.765,14784.893,14707.034
304,153.0,Ohio,2011,corn,3400000,3074.33,490.612,906.666,3048.963,3211.074,3463.586,4070.007,0.002,0.004,0.004,0.008,13671.981,13287.799,13128.741,13675.554,13387.168,13495.864,14133.119,13987.046,14106.269,14390.179,14152.333,14287.638,14703.038
305,120.0,Ohio,2012,corn,3900000,3818.551,3418.911,3716.706,3535.407,3781.195,4581.539,4945.858,0.003,0.002,0.002,0.002,13951.05,13830.127,13785.099,14081.48,13983.207,13889.452,13962.551,14116.891,14214.678,14779.186,14979.038,14581.29,14644.719
306,174.0,Ohio,2013,corn,3900000,1038.521,3641.064,2341.041,3173.461,3305.582,3538.041,4203.116,0.003,0.002,0.003,0.003,13529.1,13766.162,13813.666,13600.161,13669.911,14024.943,13915.172,13857.91,14091.618,13957.199,14238.091,14377.62,14896.33
307,176.0,Ohio,2014,corn,3700000,2682.113,473.267,288.291,1930.74,2922.092,3292.416,3781.603,0.002,0.003,0.002,0.005,13177.697,13769.524,13189.434,13120.475,13176.15,13217.571,13799.718,13509.945,14050.569,14238.328,13980.302,14429.245,14623.344
308,153.0,Ohio,2015,corn,3550000,2235.34,1905.311,1311.476,212.113,3032.712,3420.067,4050.543,0.003,0.002,0.004,0.004,13447.633,13238.684,13869.514,13416.866,13402.616,13359.653,13123.984,13340.283,13758.014,14245.322,14043.133,14468.972,14682.877
309,159.0,Ohio,2016,corn,3550000,3765.89,3252.723,3630.762,3156.88,3854.674,4009.274,4413.101,0.001,0.003,0.004,0.003,13719.503,13468.949,13411.792,13874.678,13939.689,13422.781,13783.933580769231,14250.362,14479.116,14424.736,14484.07,14332.109,14384.606
310,177.0,Ohio,2017,corn,3400000,4081.124,2827.021,3815.818,3983.965,3984.185,4009.274,4755.302,0.004,0.002,0.004,0.003,13750.12,13342.761,14129.204,13858.687,13899.422,13997.807,14504.454,14063.359,14185.716,14076.902,14236.81,14501.125,14623.45
311,187.0,Ohio,2018,corn,3500000,861.391,3383.51,1687.426,3559.413,3556.077,3781.182,4088.418,0.002,0.006,0.003,0.004,13025.896,13207.618,13465.818,13932.928,13411.577,13714.659,14180.092,14157.759,14122.673,14228.61,14178.159,14236.299,14503.361
312,164.0,Ohio,2019,corn,2800000,3736.097,1137.17,2872.522,3298.054,3442.845,3712.836,4723.77,0.003,0.005,0.003,0.005,13973.458,13407.686,13045.701,13250.182,13824.248,13860.468,13834.33,13902.095,14088.738,14090.401,14331.139,14413.49,14712.21
313,171.0,Ohio,2020,corn,3550000,3765.793,2200.691,3495.249,3670.223,3780.131,4259.357,4644.731,0.004,0.003,0.004,0.004,13826.397,13894.178,13574.945,13839.3,14008.828,13716.225,13899.292,13803.589,14197.171,14261.775,14425.751,14628.948,14628.632
314,193.0,Ohio,2021,corn,3550000,3848.267,3292.424,847.393,3610.371,3806.705,4309.343,4979.768,0.002,0.003,0.003,0.003,13822.5,13786.193,13764.95,13626.085,13431.078,13274.646,13756.764,14070.505,14207.64,14398.013,14462.32,14595.181,14688.277
315,41.0,Ohio,2001,soybeans,4600000,954.431,1310.139,2669.686,3238.063,3380.991,3391.039,4376.295,0.001,0.002,0.002,0.003,13449.844,13592.403,13541.889,13616.272,13752.913,13711.747,13821.055,13986.843,14135.002,14206.623,14301.072,14617.59,14864.051
316,32.0,Ohio,2002,soybeans,4750000,3086.496,3668.454,3551.37,3545.371,3210.075,3177.209,4106.316,0.002,0.002,0.004,0.004,13530.262,13796.352,13949.551,14062.775,14002.513,13896.192,14028.486,13950.947,14291.804,14367.726,14408.476,14289.387,14671.51
317,38.5,Ohio,2003,soybeans,4300000,2698.67,536.838,1573.015,431.141,3160.148,3914.739,4344.467,0.001,0.003,0.002,0.002,13509.468,13766.767,13203.09,13134.589,13572.787,13332.562,13600.593,13570.22,13787.916,14400.618,14653.8,14749.627,14674.712
318,47.0,Ohio,2004,soybeans,4450000,2953.856,831.023,1724.657,3133.915,3423.28,3821.666,4300.574,0.003,0.002,0.004,0.003,13568.769,13430.737,13362.716,13158.197,13539.44,13662.577,13958.867,14121.232,14160.571,14174.439,14223.233,14378.425,14600.565
319,45.0,Ohio,2005,soybeans,4500000,3325.766,775.422,2499.859,2341.732,3167.85,3718.651,4126.697,0.005,0.002,0.002,0.004,13950.059,13710.194,13170.823,13434.126,13719.543,14099.713,13692.394,13766.634,13890.776,14155.603,14291.482,14627.934,14811.58
320,47.0,Ohio,2006,soybeans,4650000,3748.539,3786.175,2617.188,3409.742,3598.074,3846.526,4569.535,0.003,0.002,0.003,0.004,13841.539,14015.051,13929.256,13998.092,13645.067,13932.939,13905.833,13942.513,14079.427,14097.552,14312.888,14539.002,14666.392
321,47.0,Ohio,2007,soybeans,4250000,3825.422,3017.896,446.574,1877.17,3273.522,4238.461,4265.135,0.004,0.002,0.003,0.003,13911.744,13693.112,13661.842,13484.665,13141.947,13140.286,13599.705,13945.486,14193.571,14160.557,14607.762,14758.678,14324.896
322,36.0,Ohio,2008,soybeans,4500000,2945.275,3462.048,1868.405,876.096,2225.829,3461.953,4089.757,0.002,0.005,0.006,0.003,13633.795,13906.151,13517.944,13470.246,13985.313,13568.314,13511.728,13723.501,13804.694,14111.544,14181.128,14329.043,14692.452
323,49.0,Ohio,2009,soybeans,4550000,2671.544,425.796,2387.912,2992.047,3344.969,3580.223,3996.823,0.003,0.002,0.002,0.004,13662.716,12984.551,13486.963,13549.817,13544.023,13900.754,13799.913,13833.624,14232.454,14501.972,14510.029,14470.635,14491.989
324,48.0,Ohio,2010,soybeans,4600000,688.591,1902.455,154.947,484.199,3392.892,3791.242,4616.066,0.002,0.003,0.003,0.002,13298.5,13467.435,13697.846,13481.55,13294.675,13435.295,13602.368,13800.116,14008.043,14509.237,14180.765,14784.893,14707.034
325,48.0,Ohio,2011,soybeans,4550000,3074.33,490.612,906.666,3048.963,3211.074,3463.586,4070.007,0.002,0.004,0.004,0.008,13671.981,13287.799,13128.741,13675.554,13387.168,13495.864,14133.119,13987.046,14106.269,14390.179,14152.333,14287.638,14703.038
326,45.0,Ohio,2012,soybeans,4600000,3818.551,3418.911,3716.706,3535.407,3781.195,4581.539,4945.858,0.003,0.002,0.002,0.002,13951.05,13830.127,13785.099,14081.48,13983.207,13889.452,13962.551,14116.891,14214.678,14779.186,14979.038,14581.29,14644.719
327,49.5,Ohio,2013,soybeans,4500000,1038.521,3641.064,2341.041,3173.461,3305.582,3538.041,4203.116,0.003,0.002,0.003,0.003,13529.1,13766.162,13813.666,13600.161,13669.911,14024.943,13915.172,13857.91,14091.618,13957.199,14238.091,14377.62,14896.33
328,52.5,Ohio,2014,soybeans,4700000,2682.113,473.267,288.291,1930.74,2922.092,3292.416,3781.603,0.002,0.003,0.002,0.005,13177.697,13769.524,13189.434,13120.475,13176.15,13217.571,13799.718,13509.945,14050.569,14238.328,13980.302,14429.245,14623.344
329,50.0,Ohio,2015,soybeans,4750000,2235.34,1905.311,1311.476,212.113,3032.712,3420.067,4050.543,0.003,0.002,0.004,0.004,13447.633,13238.684,13869.514,13416.866,13402.616,13359.653,13123.984,13340.283,13758.014,14245.322,14043.133,14468.972,14682.877
330,54.5,Ohio,2016,soybeans,4850000,3765.89,3252.723,3630.762,3156.88,3854.674,4009.274,4413.101,0.001,0.003,0.004,0.003,13719.503,13468.949,13411.792,13874.678,13939.689,13422.781,13783.933580769231,14250.362,14479.116,14424.736,14484.07,14332.109,14384.606
331,49.5,Ohio,2017,soybeans,5100000,4081.124,2827.021,3815.818,3983.965,3984.185,4009.274,4755.302,0.004,0.002,0.004,0.003,13750.12,13342.761,14129.204,13858.687,13899.422,13997.807,14504.454,14063.359,14185.716,14076.902,14236.81,14501.125,14623.45
332,56.0,Ohio,2018,soybeans,5050000,861.391,3383.51,1687.426,3559.413,3556.077,3781.182,4088.418,0.002,0.006,0.003,0.004,13025.896,13207.618,13465.818,13932.928,13411.577,13714.659,14180.092,14157.759,14122.673,14228.61,14178.159,14236.299,14503.361
333,49.0,Ohio,2019,soybeans,4300000,3736.097,1137.17,2872.522,3298.054,3442.845,3712.836,4723.77,0.003,0.005,0.003,0.005,13973.458,13407.686,13045.701,13250.182,13824.248,13860.468,13834.33,13902.095,14088.738,14090.401,14331.139,14413.49,14712.21
334,55.0,Ohio,2020,soybeans,4950000,3765.793,2200.691,3495.249,3670.223,3780.131,4259.357,4644.731,0.004,0.003,0.004,0.004,13826.397,13894.178,13574.945,13839.3,14008.828,13716.225,13899.292,13803.589,14197.171,14261.775,14425.751,14628.948,14628.632
335,57.0,Ohio,2021,soybeans,4900000,3848.267,3292.424,847.393,3610.371,3806.705,4309.343,4979.768,0.002,0.003,0.003,0.003,13822.5,13786.193,13764.95,13626.085,13431.078,13274.646,13756.764,14070.505,14207.64,14398.013,14462.32,14595.181,14688.277
336,156.0,Indiana,2001,corn,5800000,213.584,1607.853,2392.183,3084.843,3103.211,3172.105,3954.541,0.001,0.002,0.001,0.002,13480.536,13530.683,13628.773,13713.132,13748.221,13667.996,13858.802,14051.865,14191.083,14356.73,14400.661,14547.857,14917.475
337,121.0,Indiana,2002,corn,5400000,3004.887,3149.97,3181.02,3145.537,3104.185,3380.662,3862.954,0.002,0.002,0.004,0.005,13640.822,13886.41,13892.122,14112.204,13976.276,13996.123,14089.97,13720.993,14332.245,14284.62,13578.333,14309.994,14763.533
338,146.0,Indiana,2003,corn,5600000,2566.072,976.453,2319.569,498.27,2954.692,3650.795,4007.109,0.001,0.003,0.002,0.003,13582.951,13704.642,13292.038,13526.004,13596.34,13470.258,13521.464,13636.138,13793.553,14464.31,14645.998,14700.84,14785.517
339,168.0,Indiana,2004,corn,5700000,2403.219,1679.066,1048.924,2932.6,3208.107,3668.694,3947.861,0.003,0.001,0.004,0.002,13424.75,13667.55,13524.022,12935.083,13431.534,13642.271,13984.067,14147.061,14181.046,14225.004,14311.974,14473.211,14716.792
340,154.0,Indiana,2005,corn,5900000,2268.416,1495.307,2144.077,3000.887,3052.376,3412.588,3879.773,0.006,0.002,0.002,0.003,13344.5,13588.385,13275.129,13633.958,13869.029,13964.192,13839.843,13962.058,14096.194,14238.442,14415.053,14717.66,14812.74
341,157.0,Indiana,2006,corn,5500000,3406.803,3365.294,2240.982,3192.469,3363.344,3817.171,4243.684,0.003,0.002,0.004,0.004,13879.295,14024.31,13992.832,13957.065,13665.238,13894.113,13961.399,14107.147,14229.383,14208.827,14207.903,14580.668,14753.141
342,154.0,Indiana,2007,corn,6500000,3325.636,2072.616,927.901,1215.827,3100.252,4053.344,3925.394,0.004,0.002,0.003,0.003,13897.62,13734.949,13644.077,13624.221,13151.123,13194.571,13690.146,13951.969,14349.696,14257.363,14804.234,14720.053,14400.829
343,160.0,Indiana,2008,corn,5700000,2344.268,2892.845,2114.163,1519.437,3044.737,3306.099,3745.652,0.003,0.004,0.006,0.003,13389.155,13769.317,13513.713,13497.488,13964.895,13646.523,13578.909,13865.359,13961.139,14305.414,14313.411,14406.556,14648.461
344,171.0,Indiana,2009,corn,5600000,2171.509,923.32,2417.201,2784.119,3123.145,3557.024,3692.221,0.002,0.003,0.003,0.005,13587.255,13162.441,13533.23,13538.778,13565.484,13996.781,13787.355,13928.74,14181.625,14528.656,14602.507,14467.384,14479.942
345,157.0,Indiana,2010,corn,5900000,1229.642,1295.96,364.139,1528.477,3165.559,3545.928,4346.732,0.001,0.002,0.003,0.002,13288.855,13409.229,13819.828,13373.358,13444.195,13397.962,13624.392,13968.644,14283.762,14572.563,14349.283,14778.841,14774.354
346,146.0,Indiana,2011,corn,5900000,2684.205,696.62,1036.004,2871.258,2962.688,3236.678,3899.177,0.001,0.004,0.003,0.01,13708.115,13324.821,13032.811,13672.937,13378.823,13640.594,14233.397,14078.661,14192.012,14418.455,14264.169,14454.613,14738.101
347,99.0,Indiana,2012,corn,6250000,3487.696,2583.571,3359.97,3326.145,3476.807,4529.318,4796.4,0.003,0.002,0.002,0.002,13959.815,13898.441,13687.493,13911.415,14037.084,13933.952,13917.188,14204.694,14277.497,14907.604,14923.654,14731.934,14719.94
348,177.0,Indiana,2013,corn,6000000,1147.922,3665.976,3435.795,2962.533,2726.732,3400.942,4047.008,0.004,0.002,0.002,0.005,13482.57,13731.782,13771.191,13666.103,13878.883,13895.678,13866.878,13815.434,13879.793,13904.621,14296.113,14487.322,14807.402
349,188.0,Indiana,2014,corn,5900000,1743.368,840.946,691.96,1575.944,2621.519,3043.708,3469.887,0.002,0.003,0.002,0.005,13111.988,13852.32,13537.848,13203.5,13249.071,13205.749,13807.039,13588.034,13969.941,14318.153,14097.218,14474.141,14718.816
350,150.0,Indiana,2015,corn,5650000,2291.654,2237.137,1759.454,122.668,2836.897,3195.455,3838.523,0.002,0.002,0.003,0.004,13270.553,13375.806,13902.239,13626.351,13637.568,13624.472,13222.677,13404.647,13809.483,14376.897,14149.696,14601.968,14692.785
351,173.0,Indiana,2016,corn,5600000,3261.121,3193.793,3267.982,3164.504,3705.04,3765.278,4003.833,0.001,0.003,0.004,0.004,13740.276,13543.827,13421.088,13915.643,13894.418,13522.32,13783.933580769231,14156.074,14287.935,14452.459,14521.845,14402.621,14442.797
352,180.0,Indiana,2017,corn,5350000,3434.948,2536.388,3487.495,3696.879,3744.497,3765.278,4368.946,0.003,0.002,0.004,0.004,13666.617,13358.074,14141.973,13702.017,13863.646,14109.467,14402.097,14102.356,14203.817,14136.759,14461.101,14435.53,14590.018
353,189.0,Indiana,2018,corn,5300000,1044.59,2940.863,2615.99,3269.471,3363.062,3402.376,3676.157,0.002,0.006,0.004,0.004,12988.119,13272.514,13393.928,13943.377,13530.314,13697.927,13914.986,14240.038,14128.115,14248.31,14323.164,14234.557,14521.122
354,169.0,Indiana,2019,corn,5000000,3577.839,1676.948,2708.551,3153.346,3188.557,3387.461,4347.338,0.003,0.004,0.004,0.005,13976.537,13496.19,13124.69,13240.407,13864.08,13695.69,13851.809,13789.267,13890.074,14209.453,14388.877,14413.294,14685.973
355,187.0,Indiana,2020,corn,5400000,3436.811,2308.004,2962.614,3307.139,3390.811,3791.557,4271.264,0.004,0.003,0.004,0.003,13840.899,13850.322,13643.912,13925.689,14109.638,13673.955,13907.644,13966.349,14233.553,14181.74,14571.923,14598.823,14765.456
356,195.0,Indiana,2021,corn,5400000,2811.652,2965.771,1100.419,3076.471,3498.881,3929.467,4470.245,0.002,0.003,0.003,0.003,13792.753,13776.716,13801.579,13510.199,13477.006,13141.514,13720.322,14140.682,14364.64,14443.095,14556.688,14691.095,14699.599
357,49.0,Indiana,2001,soybeans,5600000,213.584,1607.853,2392.183,3084.843,3103.211,3172.105,3954.541,0.001,0.002,0.001,0.002,13480.536,13530.683,13628.773,13713.132,13748.221,13667.996,13858.802,14051.865,14191.083,14356.73,14400.661,14547.857,14917.475
358,41.5,Indiana,2002,soybeans,5800000,3004.887,3149.97,3181.02,3145.537,3104.185,3380.662,3862.954,0.002,0.002,0.004,0.005,13640.822,13886.41,13892.122,14112.204,13976.276,13996.123,14089.97,13720.993,14332.245,14284.62,13578.333,14309.994,14763.533
359,38.0,Indiana,2003,soybeans,5450000,2566.072,976.453,2319.569,498.27,2954.692,3650.795,4007.109,0.001,0.003,0.002,0.003,13582.951,13704.642,13292.038,13526.004,13596.34,13470.258,13521.464,13636.138,13793.553,14464.31,14645.998,14700.84,14785.517
360,51.5,Indiana,2004,soybeans,5550000,2403.219,1679.066,1048.924,2932.6,3208.107,3668.694,3947.861,0.003,0.001,0.004,0.002,13424.75,13667.55,13524.022,12935.083,13431.534,13642.271,13984.067,14147.061,14181.046,14225.004,14311.974,14473.211,14716.792
361,49.0,Indiana,2005,soybeans,5400000,2268.416,1495.307,2144.077,3000.887,3052.376,3412.588,3879.773,0.006,0.002,0.002,0.003,13344.5,13588.385,13275.129,13633.958,13869.029,13964.192,13839.843,13962.058,14096.194,14238.442,14415.053,14717.66,14812.74
362,50.0,Indiana,2006,soybeans,5700000,3406.803,3365.294,2240.982,3192.469,3363.344,3817.171,4243.684,0.003,0.002,0.004,0.004,13879.295,14024.31,13992.832,13957.065,13665.238,13894.113,13961.399,14107.147,14229.383,14208.827,14207.903,14580.668,14753.141
363,46.0,Indiana,2007,soybeans,4800000,3325.636,2072.616,927.901,1215.827,3100.252,4053.344,3925.394,0.004,0.002,0.003,0.003,13897.62,13734.949,13644.077,13624.221,13151.123,13194.571,13690.146,13951.969,14349.696,14257.363,14804.234,14720.053,14400.829
364,45.0,Indiana,2008,soybeans,5450000,2344.268,2892.845,2114.163,1519.437,3044.737,3306.099,3745.652,0.003,0.004,0.006,0.003,13389.155,13769.317,13513.713,13497.488,13964.895,13646.523,13578.909,13865.359,13961.139,14305.414,14313.411,14406.556,14648.461
365,49.0,Indiana,2009,soybeans,5450000,2171.509,923.32,2417.201,2784.119,3123.145,3557.024,3692.221,0.002,0.003,0.003,0.005,13587.255,13162.441,13533.23,13538.778,13565.484,13996.781,13787.355,13928.74,14181.625,14528.656,14602.507,14467.384,14479.942
366,48.5,Indiana,2010,soybeans,5350000,1229.642,1295.96,364.139,1528.477,3165.559,3545.928,4346.732,0.001,0.002,0.003,0.002,13288.855,13409.229,13819.828,13373.358,13444.195,13397.962,13624.392,13968.644,14283.762,14572.563,14349.283,14778.841,14774.354
367,45.5,Indiana,2011,soybeans,5300000,2684.205,696.62,1036.004,2871.258,2962.688,3236.678,3899.177,0.001,0.004,0.003,0.01,13708.115,13324.821,13032.811,13672.937,13378.823,13640.594,14233.397,14078.661,14192.012,14418.455,14264.169,14454.613,14738.101
368,44.0,Indiana,2012,soybeans,5150000,3487.696,2583.571,3359.97,3326.145,3476.807,4529.318,4796.4,0.003,0.002,0.002,0.002,13959.815,13898.441,13687.493,13911.415,14037.084,13933.952,13917.188,14204.694,14277.497,14907.604,14923.654,14731.934,14719.94
369,51.5,Indiana,2013,soybeans,5200000,1147.922,3665.976,3435.795,2962.533,2726.732,3400.942,4047.008,0.004,0.002,0.002,0.005,13482.57,13731.782,13771.191,13666.103,13878.883,13895.678,13866.878,13815.434,13879.793,13904.621,14296.113,14487.322,14807.402
370,55.5,Indiana,2014,soybeans,5450000,1743.368,840.946,691.96,1575.944,2621.519,3043.708,3469.887,0.002,0.003,0.002,0.005,13111.988,13852.32,13537.848,13203.5,13249.071,13205.749,13807.039,13588.034,13969.941,14318.153,14097.218,14474.141,14718.816
371,50.0,Indiana,2015,soybeans,5550000,2291.654,2237.137,1759.454,122.668,2836.897,3195.455,3838.523,0.002,0.002,0.003,0.004,13270.553,13375.806,13902.239,13626.351,13637.568,13624.472,13222.677,13404.647,13809.483,14376.897,14149.696,14601.968,14692.785
372,57.5,Indiana,2016,soybeans,5650000,3261.121,3193.793,3267.982,3164.504,3705.04,3765.278,4003.833,0.001,0.003,0.004,0.004,13740.276,13543.827,13421.088,13915.643,13894.418,13522.32,13783.933580769231,14156.074,14287.935,14452.459,14521.845,14402.621,14442.797
373,54.0,Indiana,2017,soybeans,5950000,3434.948,2536.388,3487.495,3696.879,3744.497,3765.278,4368.946,0.003,0.002,0.004,0.004,13666.617,13358.074,14141.973,13702.017,13863.646,14109.467,14402.097,14102.356,14203.817,14136.759,14461.101,14435.53,14590.018
374,57.5,Indiana,2018,soybeans,6000000,1044.59,2940.863,2615.99,3269.471,3363.062,3402.376,3676.157,0.002,0.006,0.004,0.004,12988.119,13272.514,13393.928,13943.377,13530.314,13697.927,13914.986,14240.038,14128.115,14248.31,14323.164,14234.557,14521.122
375,51.0,Indiana,2019,soybeans,5400000,3577.839,1676.948,2708.551,3153.346,3188.557,3387.461,4347.338,0.003,0.004,0.004,0.005,13976.537,13496.19,13124.69,13240.407,13864.08,13695.69,13851.809,13789.267,13890.074,14209.453,14388.877,14413.294,14685.973
376,59.0,Indiana,2020,soybeans,5750000,3436.811,2308.004,2962.614,3307.139,3390.811,3791.557,4271.264,0.004,0.003,0.004,0.003,13840.899,13850.322,13643.912,13925.689,14109.638,13673.955,13907.644,13966.349,14233.553,14181.74,14571.923,14598.823,14765.456
377,60.0,Indiana,2021,soybeans,5650000,2811.652,2965.771,1100.419,3076.471,3498.881,3929.467,4470.245,0.002,0.003,0.003,0.003,13792.753,13776.716,13801.579,13510.199,13477.006,13141.514,13720.322,14140.682,14364.64,14443.095,14556.688,14691.095,14699.599
378,152.0,Illinois,2001,corn,11000000,76.286,1461.444,2255.646,2778.626,2918.799,2971.172,3814.104,0.001,0.003,0.001,0.002,13497.684,13478.66,13637.656,13605.794,13717.468,13599.566,13835.98,13995.633,14130.321,14309.057,14292.875,14532.972,14910.317
379,135.0,Illinois,2002,corn,11100000,3055.039,2974.207,2584.783,2951.172,3003.061,3175.393,3717.413,0.002,0.002,0.003,0.004,13719.682,13949.564,13743.801,14121.299,13875.928,13995.031,14071.836,13502.096,14143.11,14331.921,14311.9,14371.728,14736.162
380,164.0,Illinois,2003,corn,11200000,3008.303,1878.061,2710.429,2106.016,2560.434,3350.588,3663.771,0.001,0.002,0.002,0.003,13716.024,13668.18,13428.5,13641.323,13614.507,13679.792,13704.731,13874.697,13947.416,14378.052,14681.059,14701.742,14906.055
381,180.0,Illinois,2004,corn,11750000,2162.645,2479.102,967.448,2934.442,3070.176,3590.541,3877.912,0.002,0.001,0.003,0.002,13519.159,13784.09,13521.86,12952.931,13381.32,13650.702,13993.322,14206.904,14133.07,14315.714,14376.756,14568.012,14665.773
382,143.0,Illinois,2005,corn,12100000,1218.145,2319.906,2678.861,2828.556,2913.494,3123.474,3879.834,0.005,0.002,0.002,0.003,13248.538,13339.894,13462.304,13783.318,13998.897,13887.304,13967.227,14072.852,14192.556,14335.379,14557.393,14746.051,14809.239
383,163.0,Illinois,2006,corn,11300000,3157.037,2888.432,3124.754,3012.379,3223.104,3581.667,3949.168,0.003,0.001,0.004,0.004,13971.831,13981.059,13957.775,13923.524,13794.611,13945.122,14011.906,14223.702,14377.605,14270.628,14278.296,14595.744,14849.955
384,175.0,Illinois,2007,corn,13200000,3200.881,1924.285,1419.358,2070.951,2992.748,3950.258,3840.638,0.003,0.002,0.003,0.003,13876.081,13693.386,13583.877,13642.604,13257.725,13298.825,13785.922,13940.057,14332.773,14339.748,14803.812,14519.82,14293.82
385,179.0,Illinois,2008,corn,12100000,2811.041,2440.824,2111.759,1945.865,2807.645,3195.566,3604.094,0.002,0.004,0.004,0.004,13471.365,13780.286,13454.389,13722.635,13816.399,13552.489,13567.853,13998.621,13951.914,14357.678,14326.392,14497.723,14586.692
386,174.0,Illinois,2009,corn,12000000,2556.787,986.425,2694.288,2550.131,2852.513,3218.885,3497.123,0.001,0.003,0.004,0.005,13589.92,13273.27,13.476,13492.36,13693.617,14032.808,13799.89,13949.963,14193.898,14569.315,14415.749,14409.18,14471.043
387,157.0,Illinois,2010,corn,12600000,872.72,1164.691,890.988,1668.751,2662.607,3201.933,3971.935,0.001,0.002,0.003,0.003,13127.767,13209.611,13810.314,13476.914,13522.798,13453.498,13654.583,13928.85,14276.092,14487.242,14449.757,14715.227,14915.806
388,157.0,Illinois,2011,corn,12600000,2758.02,708.595,923.517,2794.285,2882.512,3170.986,3815.204,0.001,0.004,0.002,0.008,13616.208,13377.37,13068.905,13734.629,13191.475,13651.076,14108.359,14030.555,14170.681,14437.502,14343.79,14550.479,14810.168
389,105.0,Illinois,2012,corn,12800000,3126.4,2809.461,3035.795,2894.223,3230.168,4277.599,4576.673,0.002,0.002,0.002,0.003,13980.209,13946.15,13719.389,13951.031,14027.157,13905.938,13902.84,14161.444,14306.585,14947.217,14911.254,14908.703,14759.37
390,178.0,Illinois,2013,corn,12000000,2159.728,3222.693,3098.971,2124.571,2943.436,3265.01,3870.663,0.003,0.003,0.002,0.005,13555.762,13755.3,13701.996,13632.494,13932.995,13877.193,13770.533,13682.37,13903.657,13926.864,14290.444,14529.442,14717.335
391,200.0,Illinois,2014,corn,11900000,1285.28,1753.45,507.661,1423.489,2523.777,2821.81,3434.335,0.002,0.002,0.002,0.004,13260.808,13807.687,13554.36,13448.159,13120.341,13131.895,13804.399,13508.768,13979.101,14271.668,14137.532,14464.943,14745.802
392,175.0,Illinois,2015,corn,11700000,2113.168,2529.632,1478.826,183.92,2788.182,3148.732,3628.756,0.002,0.002,0.002,0.004,13302.673,13500.918,13931.467,13764.429,13648.1,13571.789,13354.797,13299.26,13986.834,14439.264,14234.123,14677.241,14670.082
393,197.0,Illinois,2016,corn,11600000,2761.906,2785.658,2940.9,2924.023,3328.072,3515.454,3839.885,0.001,0.002,0.004,0.004,13712.944,13543.121,13385.962,13958.305,13843.522,13563.261,13783.933580769231,14163.802,14370.038,14489.489,14463.963,14446.317,14513.127
394,201.0,Illinois,2017,corn,11200000,3345.515,3319.497,3174.81,3293.662,3484.27,3515.454,4006.434,0.003,0.001,0.004,0.007,13569.542,13.442,14255.56,13811.476,13827.303,14.124,14522.126,14239.123,14220.225,14235.074,14522.55,14338.101,14605.407
395,210.0,Illinois,2018,corn,11000000,2557.45,2839.02,2686.734,3015.869,3036.885,3109.949,3380.762,0.002,0.005,0.004,0.003,13063.387,13374.206,13619.168,13935.609,13614.284,13586.872,14032.411,14276.912,14077.464,14323.571,14427.295,14278.411,14570.274
396,181.0,Illinois,2019,corn,10500000,3400.334,1149.374,2377.256,2456.936,2950.71,3154.525,3965.83,0.003,0.004,0.003,0.005,13969.489,13666.375,13247.163,13210.586,13673.475,13598.713,13827.217,13694.087,13921.303,14247.553,14421.869,14297.006,14646.933
397,191.0,Illinois,2020,corn,11300000,3190.189,1861.757,2311.458,3006.182,3053.871,3560.705,3971.309,0.004,0.002,0.004,0.004,13865.969,13763.087,13522.167,13853.596,13990.628,13678.235,13895.547,14124.176,14323.276,14154.197,14320.417,14580.223,14852.854
398,202.0,Illinois,2021,corn,11000000,1845.509,2227.356,1565.151,2438.879,3312.416,3536.049,4122.982,0.003,0.002,0.004,0.003,13779.152,13750.223,13706.38,13486.616,13544.093,13013.178,13765.845,14147.209,14409.845,14429.121,14508.468,14717.542,14650.276
399,45.0,Illinois,2001,soybeans,10700000,76.286,1461.444,2255.646,2778.626,2918.799,2971.172,3814.104,0.001,0.003,0.001,0.002,13497.684,13478.66,13637.656,13605.794,13717.468,13599.566,13835.98,13995.633,14130.321,14309.057,14292.875,14532.972,14910.317
