,target,state,year,crop,area,ndvi_1,ndvi_17,ndvi_33,ndvi_49,ndvi_65,ndvi_81,ndvi_97,ndvi_113,ndvi_129,ndvi_145,ndvi_161,ndvi_177,ndvi_193,ndvi_209,ndvi_225,ndvi_241,prec_1,prec_32,prec_60,prec_91,prec_121,prec_152,prec_182,prec_213,prec_244,temp_1,temp_9,temp_17,temp_25,temp_33,temp_41,temp_49,temp_57,temp_65,temp_73,temp_81,temp_89,temp_97,temp_105,temp_113,temp_121,temp_129,temp_137,temp_145,temp_153,temp_161,temp_169,temp_177,temp_185,temp_193,temp_201,temp_209,temp_217,temp_225,temp_233,temp_241
421,163.0,Iowa,2002,corn,12200000,2637.312,2534.541,2155.838,2190.036,2119.01,2610.94,3216.454,3888.568,4238.346,4868.78,6183.686,7090.458,8048.048,8178.432,8231.736,7440.07,0.001,0.001,0.002,0.004,0.004,0.004,0.003,0.004,0.002,13646.667,13948.202,13801.273,14193.891,13519.93,13902.632,14010.756,13852.183,13737.908,14283.017,14636.357,14451.566,14723.871,15010.284,14629.243,14874.872,14813.84,14926.693,15240.492,15263.189,15140.276,15313.69,15312.526,15212.324,15093.676,15083.276,15101.534,14938.068,14846.932,14901.961,14986.586
422,157.0,Iowa,2003,corn,12300000,2586.224,1316.232,1605.946,1440.442,2333.536,2505.762,3081.116,3800.802,4250.99,4662.012,5882.592,6968.012,8038.936,8216.26,7747.878,6707.38,0.0,0.001,0.001,0.004,0.004,0.003,0.003,0.001,0.002,13945.679,13640.576,13228.299,13312.294,13291.424,13744.11,13837.938,13742.673,13607.959,14547.586,14591.42,14924.52,14905.49,14950.924,14977.988,14852.235,14793.312,14921.909,15271.434,15065.628,15406.146,15283.866,15163.906,15039.036,15043.788,14954.846,14989.499,14998.432,15123.634,15174.54,15019.892
423,181.0,Iowa,2004,corn,12700000,1762.88,2230.142,-191.54,852.99,2511.694,2800.152,3132.846,3808.712,4537.604,4690.528,6214.638,7460.56,8224.042,8441.214,8350.884,7920.62,0.001,0.001,0.004,0.002,0.007,0.003,0.003,0.004,0.002,13495.094,13740.144,13410.513,12803.087,13094.255,13270.96,13752.715,13818.112,14104.114,14209.218,14333.569,14652.212,14819.68,14979.226,14813.322,15020.898,15018.937,14932.037,14914.561,15198.46,15086.884,14990.028,15034.978,14955.782,14992.572,14931.285,14949.614,14824.282,14753.636,14863.988,14958.032
424,173.0,Iowa,2005,corn,12800000,-101.35,49.788,2155.538,2333.164,2465.618,2698.381,3471.804,3982.53,4342.956,4963.496,6180.23,7715.036,8211.92,8325.36,8273.946,7168.298,0.002,0.002,0.001,0.004,0.003,0.004,0.002,0.002,0.003,13175.818,12970.615,13351.308,13668.033,13951.762,13773.522,13926.177,14003.183,14155.536,14269.682,14480.27,14762.93,14814.02,14866.516,14525.098,14936.934,14973.473,15159.638,15050.302,15259.418,15238.598,15346.348,15079.614,15094.676,15164.814,15064.654,14970.89,15065.462,14980.426,14934.082,15024.37
425,166.0,Iowa,2006,corn,12600000,1943.212,2096.558,2441.63,2292.23,2490.428,2629.018,3196.442,3894.57,4450.062,4985.226,6197.66,7461.922,8162.99,8235.092,8274.358,7740.914,0.001,0.0,0.003,0.005,0.002,0.002,0.002,0.003,0.003,13835.883,13826.973,13794.621,13967.108,13827.723,14003.939,13888.754,14141.354,14233.944,14094.868,14109.825,14544.15,14999.706,14919.876,15103.556,14946.063,14902.32,15206.465,15342.886,15453.464,15289.596,15221.655,15130.036,15076.636,15221.564,15058.422,15181.718,14949.627,14917.792,14936.412,14872.878
426,171.0,Iowa,2007,corn,14200000,2221.17,52.24,-27.35,640.006,2244.592,2936.28,3091.882,3539.476,4306.81,5261.966,6429.602,7550.142,7873.27,8317.966,8201.378,7576.872,0.001,0.002,0.003,0.003,0.003,0.002,0.002,0.007,0.002,13704.814,13476.46,13249.652,13364.912,12886.12,13024.766,13765.776,13511.616,13968.93,14206.618,14733.62,14086.337,14241.718,14941.614,15072.154,14876.415,15175.848,15157.912,14876.846,15090.472,15386.294,15.233,15117.723,15160.698,15086.65,15001.278,15048.088,15098.324,14961.846,14986.49,15017.87
427,171.0,Iowa,2008,corn,13300000,172.538,92.702,106.516,123.331,1830.774,2551.312,2862.278,3497.614,3998.444,4595.492,5090.376,6422.266,7739.756,8249.644,8157.81,7882.592,0.001,0.002,0.002,0.005,0.004,0.006,0.003,0.001,0.003,13189.174,13236.599,12851.105,13387.024,13495.87,13210.24,13402.479,13602.132,13611.971,14146.19,14215.201,14316.813,14148.16,14627.286,14693.852,14845.784,14928.074,15135.81,14978.541,15140.487,14991.716,15269.414,15103.264,15097.022,15127.19,15013.128,15044.19,14972.314,14937.484,14898.75,14970.028
428,181.0,Iowa,2009,corn,13600000,1095.75,294.6,1970.69,2104.534,2317.418,2472.444,2750.752,3236.972,4199.252,4744.726,6650.828,7485.792,8263.806,8404.432,8357.68,7927.3,0.001,0.001,0.003,0.004,0.003,0.006,0.003,0.005,0.002,13456.732,12804.801,13377.758,13385.527,13620.087,13933.336,13762.819,13883.331,14018.833,14459.97,14137.933,14371.072,14630.016,14982.788,15316.875,14930.464,14766.156,15217.964,15182.654,15195.033,15055.669,15221.09,15098.58,14987.212,14856.681,14914.623,14861.45,14952.334,14924.56,14816.984,14732.554
429,165.0,Iowa,2010,corn,13400000,-205.418,-152.274,-97.028,-266.776,2219.482,2576.646,3258.358,4099.17,4355.804,4659.11,6745.978,7331.59,8163.008,8425.788,8160.608,6785.098,0.001,0.001,0.002,0.003,0.004,0.008,0.007,0.004,0.004,12750.699,13210.692,13466.309,13140.778,13223.585,13210.836,13312.228,13563.333,13841.622,14301.26,14365.396,14713.449,14808.252,14965.288,14755.384,14912.034,14759.604,15172.112,15475.216,15093.108,15074.948,15047.348,15082.792,15047.946,15090.63,15019.034,14981.982,15022.52,14956.106,15001.412,14895.714
430,172.0,Iowa,2011,corn,14100000,1452.188,-137.42,653.18,1857.544,2135.926,2684.684,3028.132,3511.614,4235.308,4614.578,6183.778,7553.58,8321.986,8400.584,8157.718,7326.17,0.001,0.002,0.002,0.004,0.004,0.006,0.002,0.003,0.001,13373.004,13040.195,13062.175,13508.548,13117.553,13604.048,13872.208,13708.903,13916.9,14197.13,14035.587,14600.668,14854.996,14407.376,14637.334,14885.537,15161.246,15053.526,15063.612,15474.378,14996.101,14896.919,15146.64,15129.438,15152.24,15120.946,15102.258,14945.67,14962.442,15021.094,14915.396
431,137.0,Iowa,2012,corn,14200000,2505.539,1344.706,1501.116,2090.212,2433.394,3474.776,3869.794,4271.298,4306.322,5165.894,6433.356,7681.362,7730.382,7515.116,7210.662,6246.636,0.001,0.002,0.002,0.003,0.003,0.002,0.001,0.002,0.001,13801.295,13973.916,13359.727,13805.105,13713.803,13670.551,13860.247,13831.125,14220.376,14901.542,14814.058,14935.844,14778.124,14631.392,14985.322,14926.649,15235.744,15375.236,15259.966,15386.772,15333.462,15173.218,15191.012,15266.092,15248.746,15259.543,15210.466,15081.196,14915.788,15140.776,15209.406
432,164.0,Iowa,2013,corn,13600000,999.08,2387.382,2113.316,1296.434,1320.004,2501.425,2751.062,3124.882,3937.636,4646.536,4953.238,6811.016,7744.578,8162.578,8109.934,7507.942,0.001,0.001,0.002,0.006,0.007,0.005,0.001,0.001,0.002,13343.955,13650.398,13851.518,13653.096,13648.989,13778.621,13466.805,13491.531,13649.081,13780.52,14181.93,14336.14,14714.563,14339.399,14776.4,14996.099,15234.146,14961.742,14883.308,14948.743,15258.23,15284.018,15109.152,15245.908,15209.762,15063.719,14931.002,14935.583,14942.34,15163.848,15084.1
433,178.0,Iowa,2014,corn,13700000,1002.414,1572.704,259.454,702.636,1988.144,2401.482,2780.602,3274.312,3898.766,4780.992,6405.702,7678.814,8159.712,8321.584,8380.192,8091.996,0.001,0.002,0.001,0.005,0.003,0.007,0.002,0.003,0.004,12870.552,13606.65,13502.763,13299.687,12974.975,13249.328,13633.173,13182.993,14001.142,14173.529,14155.548,14371.74,14779.904,14763.186,14626.872,14770.416,14856.6,15107.624,15374.054,15159.819,15191.076,15137.642,14848.567,14970.982,14916.879,14987.402,14965.75,14846.964,14971.38,14987.825,14945.85
434,192.0,Iowa,2015,corn,13500000,1236.33,2237.738,-70.684,442.294,2462.158,2581.1,3101.693,3451.726,4358.816,4910.526,6234.182,7829.856,8285.03,8569.27,8489.274,7726.384,0.001,0.001,0.001,0.004,0.005,0.005,0.004,0.004,0.003,13295.192,13465.882,13879.166,13868.659,13426.914,13387.485,13433.322,13250.859,14286.182,14518.798,14307.551,14841.946,14663.984,14912.37,15000.878,15101.794,14826.808,14939.866,15018.956,15307.451,15284.854,15131.723,15001.86,14894.18,15150.712,15002.482,15008.522,14956.06,14985.64,14800.326,15055.106
435,203.0,Iowa,2016,corn,13900000,251.048,445.318,613.71,1425.568,2847.752,2919.19,3144.702,3974.586,4315.742,4889.998,6586.598,7748.596,8454.892,8539.814,8433.172,7814.324,0.001,0.001,0.003,0.003,0.004,0.003,0.003,0.005,0.005,13403.56,13266.059,13100.616,13653.37,13427.385,13361.755,13783.933580769231,14039.137,14487.793,14311.304,14277.93,14483.184,14592.82,14998.076,14894.157,14949.658,14835.092,15194.175,15094.148,15232.776,15392.384,15285.364,15109.308,14969.487,15003.636,15053.569,14979.443,14975.942,14987.174,14858.236,14866.03
436,202.0,Iowa,2017,corn,13300000,1931.418,1648.786,2363.444,2550.576,2776.311,2919.19,3514.938,3962.273,4314.312,4488.58,6067.936,7462.4,8162.824,8254.846,8385.92,7288.764,0.002,0.002,0.002,0.004,0.004,0.003,0.002,0.003,0.002,13262.575,13480.027,13840.389,13550.204,13581.998,14021.034,14416.41,14010.912,14161.824,14271.28,14304.5,14376.761,14651.878,14809.002,15068.845,14984.686,15201.036,14744.632,15224.438,15530.71,15389.042,15112.042,15055.578,15182.502,15118.706,15052.158,14979.806,14937.784,14954.338,14827.082,14833.272
437,196.0,Iowa,2018,corn,13200000,296.07,2332.566,1865.984,2097.834,2366.95,2190.052,2473.738,3449.998,4174.256,5371.606,6696.026,8108.502,8440.81,8430.422,8205.838,7235.652,0.001,0.002,0.003,0.003,0.005,0.006,0.002,0.006,0.006,13058.246,13075.867,13619.535,13739.311,13295.37,13479.232,13671.127,14015.986,13882.849,14205.852,14092.896,14078.59,14228.762,14405.911,14986.49,15089.274,15198.45,15265.404,15575.5,15376.812,15188.966,15149.76,15101.684,15129.548,15056.022,14946.402,14944.782,15077.326,15039.732,14936.374,14827.247
438,198.0,Iowa,2019,corn,13500000,2622.794,159.944,630.494,-119.171,1782.954,2604.764,3110.188,3675.688,4386.876,4709.526,6103.36,7375.874,7945.61,8412.37,8501.948,8235.58,0.001,0.003,0.002,0.004,0.007,0.004,0.002,0.003,0.006,13819.714,13576.557,13164.929,12951.232,13176.321,13319.145,13254.645,13098.032,13645.697,14044.341,14389.744,14267.094,14719.546,14900.828,14819.616,14885.575,14995.881,14812.786,15007.808,15349.176,15180.637,15063.361,15223.268,15092.2,15193.888,15009.644,14977.992,14980.976,14914.137,14820.74,14868.71
439,177.0,Iowa,2020,corn,13600000,1992.345,-100.97,374.594,1910.605,2555.814,2874.312,3241.916,3749.058,3944.922,4921.058,6133.028,7742.368,8461.522,8541.496,8235.282,7037.214,0.002,0.001,0.003,0.002,0.004,0.005,0.003,0.001,0.003,13710.414,13314.495,12996.104,13610.013,13526.584,13493.275,13777.203,14015.756,14267.74,14031.755,14207.086,14551.368,14767.38,14656.152,15075.509,15104.11,14865.048,14883.763,15033.092,15455.74,15303.056,15164.952,15164.445,15129.514,15083.852,14997.894,14962.976,14925.94,15022.324,15179.106,15057.478
440,204.0,Iowa,2021,corn,12900000,164.998,86.582,-68.586,973.95,2688.51,2871.636,3444.522,3961.246,4007.518,4947.08,6102.888,8002.032,8541.928,8613.216,8385.23,7793.986,0.001,0.001,0.003,0.002,0.004,0.003,0.003,0.003,0.002,13433.826,13680.254,13523.435,13264.27,13170.942,12811.662,13506.599,13950.126,14366.45,14338.77,14530.058,14805.08,14580.657,14739.403,15105.344,15185.924,14994.986,15.171,15096.793,15527.31,15575.51,15357.405,15111.858,15100.162,14971.688,15101.164,14964.491,15058.903,15031.112,15004.628,14923.03
441,44.0,Iowa,2001,soybeans,11000000,-165.202,-61.512,-287.318,-89.533,399.012,2126.212,2937.152,3621.86,4429.618,4970.038,5037.304,6795.926,7539.588,8194.604,8107.984,7774.392,0.001,0.002,0.002,0.004,0.006,0.003,0.004,0.003,0.004,13567.538,13464.027,13297.748,13143.343,13393.161,13145.355,13506.958,13586.108,13687.636,13857.024,14028.742,14321.088,14706.896,14594.07,15056.536,14794.517,15139.908,15243.105,14868.007,15158.276,15247.857,14917.295696153846,15161.578977011493,15255.95,15194.03,15016.936,15112.934,15112.778,14911.12,14965.988,14981.494
442,48.0,Iowa,2002,soybeans,10450000,2637.312,2534.541,2155.838,2190.036,2119.01,2610.94,3216.454,3888.568,4238.346,4868.78,6183.686,7090.458,8048.048,8178.432,8231.736,7440.07,0.001,0.001,0.002,0.004,0.004,0.004,0.003,0.004,0.002,13646.667,13948.202,13801.273,14193.891,13519.93,13902.632,14010.756,13852.183,13737.908,14283.017,14636.357,14451.566,14723.871,15010.284,14629.243,14874.872,14813.84,14926.693,15240.492,15263.189,15140.276,15313.69,15312.526,15212.324,15093.676,15083.276,15101.534,14938.068,14846.932,14901.961,14986.586
443,32.5,Iowa,2003,soybeans,10600000,2586.224,1316.232,1605.946,1440.442,2333.536,2505.762,3081.116,3800.802,4250.99,4662.012,5882.592,6968.012,8038.936,8216.26,7747.878,6707.38,0.0,0.001,0.001,0.004,0.004,0.003,0.003,0.001,0.002,13945.679,13640.576,13228.299,13312.294,13291.424,13744.11,13837.938,13742.673,13607.959,14547.586,14591.42,14924.52,14905.49,14950.924,14977.988,14852.235,14793.312,14921.909,15271.434,15065.628,15406.146,15283.866,15163.906,15039.036,15043.788,14954.846,14989.499,14998.432,15123.634,15174.54,15019.892
444,49.0,Iowa,2004,soybeans,10200000,1762.88,2230.142,-191.54,852.99,2511.694,2800.152,3132.846,3808.712,4537.604,4690.528,6214.638,7460.56,8224.042,8441.214,8350.884,7920.62,0.001,0.001,0.004,0.002,0.007,0.003,0.003,0.004,0.002,13495.094,13740.144,13410.513,12803.087,13094.255,13270.96,13752.715,13818.112,14104.114,14209.218,14333.569,14652.212,14819.68,14979.226,14813.322,15020.898,15018.937,14932.037,14914.561,15198.46,15086.884,14990.028,15034.978,14955.782,14992.572,14931.285,14949.614,14824.282,14753.636,14863.988,14958.032
445,52.5,Iowa,2005,soybeans,10050000,-101.35,49.788,2155.538,2333.164,2465.618,2698.381,3471.804,3982.53,4342.956,4963.496,6180.23,7715.036,8211.92,8325.36,8273.946,7168.298,0.002,0.002,0.001,0.004,0.003,0.004,0.002,0.002,0.003,13175.818,12970.615,13351.308,13668.033,13951.762,13773.522,13926.177,14003.183,14155.536,14269.682,14480.27,14762.93,14814.02,14866.516,14525.098,14936.934,14973.473,15159.638,15050.302,15259.418,15238.598,15346.348,15079.614,15094.676,15164.814,15064.654,14970.89,15065.462,14980.426,14934.082,15024.37
446,50.5,Iowa,2006,soybeans,10150000,1943.212,2096.558,2441.63,2292.23,2490.428,2629.018,3196.442,3894.57,4450.062,4985.226,6197.66,7461.922,8162.99,8235.092,8274.358,7740.914,0.001,0.0,0.003,0.005,0.002,0.002,0.002,0.003,0.003,13835.883,13826.973,13794.621,13967.108,13827.723,14003.939,13888.754,14141.354,14233.944,14094.868,14109.825,14544.15,14999.706,14919.876,15103.556,14946.063,14902.32,15206.465,15342.886,15453.464,15289.596,15221.655,15130.036,15076.636,15221.564,15058.422,15181.718,14949.627,14917.792,14936.412,14872.878
447,52.0,Iowa,2007,soybeans,8650000,2221.17,52.24,-27.35,640.006,2244.592,2936.28,3091.882,3539.476,4306.81,5261.966,6429.602,7550.142,7873.27,8317.966,8201.378,7576.872,0.001,0.002,0.003,0.003,0.003,0.002,0.002,0.007,0.002,13704.814,13476.46,13249.652,13364.912,12886.12,13024.766,13765.776,13511.616,13968.93,14206.618,14733.62,14086.337,14241.718,14941.614,15072.154,14876.415,15175.848,15157.912,14876.846,15090.472,15386.294,15.233,15117.723,15160.698,15086.65,15001.278,15048.088,15098.324,14961.846,14986.49,15017.87
448,46.5,Iowa,2008,soybeans,9750000,172.538,92.702,106.516,123.331,1830.774,2551.312,2862.278,3497.614,3998.444,4595.492,5090.376,6422.266,7739.756,8249.644,8157.81,7882.592,0.001,0.002,0.002,0.005,0.004,0.006,0.003,0.001,0.003,13189.174,13236.599,12851.105,13387.024,13495.87,13210.24,13402.479,13602.132,13611.971,14146.19,14215.201,14316.813,14148.16,14627.286,14693.852,14845.784,14928.074,15135.81,14978.541,15140.487,14991.716,15269.414,15103.264,15097.022,15127.19,15013.128,15044.19,14972.314,14937.484,14898.75,14970.028
449,51.0,Iowa,2009,soybeans,9600000,1095.75,294.6,1970.69,2104.534,2317.418,2472.444,2750.752,3236.972,4199.252,4744.726,6650.828,7485.792,8263.806,8404.432,8357.68,7927.3,0.001,0.001,0.003,0.004,0.003,0.006,0.003,0.005,0.002,13456.732,12804.801,13377.758,13385.527,13620.087,13933.336,13762.819,13883.331,14018.833,14459.97,14137.933,14371.072,14630.016,14982.788,15316.875,14930.464,14766.156,15217.964,15182.654,15195.033,15055.669,15221.09,15098.58,14987.212,14856.681,14914.623,14861.45,14952.334,14924.56,14816.984,14732.554
450,51.0,Iowa,2010,soybeans,9800000,-205.418,-152.274,-97.028,-266.776,2219.482,2576.646,3258.358,4099.17,4355.804,4659.11,6745.978,7331.59,8163.008,8425.788,8160.608,6785.098,0.001,0.001,0.002,0.003,0.004,0.008,0.007,0.004,0.004,12750.699,13210.692,13466.309,13140.778,13223.585,13210.836,13312.228,13563.333,13841.622,14301.26,14365.396,14713.449,14808.252,14965.288,14755.384,14912.034,14759.604,15172.112,15475.216,15093.108,15074.948,15047.348,15082.792,15047.946,15090.63,15019.034,14981.982,15022.52,14956.106,15001.412,14895.714
451,51.5,Iowa,2011,soybeans,9350000,1452.188,-137.42,653.18,1857.544,2135.926,2684.684,3028.132,3511.614,4235.308,4614.578,6183.778,7553.58,8321.986,8400.584,8157.718,7326.17,0.001,0.002,0.002,0.004,0.004,0.006,0.002,0.003,0.001,13373.004,13040.195,13062.175,13508.548,13117.553,13604.048,13872.208,13708.903,13916.9,14197.13,14035.587,14600.668,14854.996,14407.376,14637.334,14885.537,15161.246,15053.526,15063.612,15474.378,14996.101,14896.919,15146.64,15129.438,15152.24,15120.946,15102.258,14945.67,14962.442,15021.094,14915.396
452,45.0,Iowa,2012,soybeans,9350000,2505.539,1344.706,1501.116,2090.212,2433.394,3474.776,3869.794,4271.298,4306.322,5165.894,6433.356,7681.362,7730.382,7515.116,7210.662,6246.636,0.001,0.002,0.002,0.003,0.003,0.002,0.001,0.002,0.001,13801.295,13973.916,13359.727,13805.105,13713.803,13670.551,13860.247,13831.125,14220.376,14901.542,14814.058,14935.844,14778.124,14631.392,14985.322,14926.649,15235.744,15375.236,15259.966,15386.772,15333.462,15173.218,15191.012,15266.092,15248.746,15259.543,15210.466,15081.196,14915.788,15140.776,15209.406
453,45.5,Iowa,2013,soybeans,9300000,999.08,2387.382,2113.316,1296.434,1320.004,2501.425,2751.062,3124.882,3937.636,4646.536,4953.238,6811.016,7744.578,8162.578,8109.934,7507.942,0.001,0.001,0.002,0.006,0.007,0.005,0.001,0.001,0.002,13343.955,13650.398,13851.518,13653.096,13648.989,13778.621,13466.805,13491.531,13649.081,13780.52,14181.93,14336.14,14714.563,14339.399,14776.4,14996.099,15234.146,14961.742,14883.308,14948.743,15258.23,15284.018,15109.152,15245.908,15209.762,15063.719,14931.002,14935.583,14942.34,15163.848,15084.1
454,51.0,Iowa,2014,soybeans,9850000,1002.414,1572.704,259.454,702.636,1988.144,2401.482,2780.602,3274.312,3898.766,4780.992,6405.702,7678.814,8159.712,8321.584,8380.192,8091.996,0.001,0.002,0.001,0.005,0.003,0.007,0.002,0.003,0.004,12870.552,13606.65,13502.763,13299.687,12974.975,13249.328,13633.173,13182.993,14001.142,14173.529,14155.548,14371.74,14779.904,14763.186,14626.872,14770.416,14856.6,15107.624,15374.054,15159.819,15191.076,15137.642,14848.567,14970.982,14916.879,14987.402,14965.75,14846.964,14971.38,14987.825,14945.85
455,56.5,Iowa,2015,soybeans,9850000,1236.33,2237.738,-70.684,442.294,2462.158,2581.1,3101.693,3451.726,4358.816,4910.526,6234.182,7829.856,8285.03,8569.27,8489.274,7726.384,0.001,0.001,0.001,0.004,0.005,0.005,0.004,0.004,0.003,13295.192,13465.882,13879.166,13868.659,13426.914,13387.485,13433.322,13250.859,14286.182,14518.798,14307.551,14841.946,14663.984,14912.37,15000.878,15101.794,14826.808,14939.866,15018.956,15307.451,15284.854,15131.723,15001.86,14894.18,15150.712,15002.482,15008.522,14956.06,14985.64,14800.326,15055.106
456,60.0,Iowa,2016,soybeans,9500000,251.048,445.318,613.71,1425.568,2847.752,2919.19,3144.702,3974.586,4315.742,4889.998,6586.598,7748.596,8454.892,8539.814,8433.172,7814.324,0.001,0.001,0.003,0.003,0.004,0.003,0.003,0.005,0.005,13403.56,13266.059,13100.616,13653.37,13427.385,13361.755,13783.933580769231,14039.137,14487.793,14311.304,14277.93,14483.184,14592.82,14998.076,14894.157,14949.658,14835.092,15194.175,15094.148,15232.776,15392.384,15285.364,15109.308,14969.487,15003.636,15053.569,14979.443,14975.942,14987.174,14858.236,14866.03
457,57.0,Iowa,2017,soybeans,10000000,1931.418,1648.786,2363.444,2550.576,2776.311,2919.19,3514.938,3962.273,4314.312,4488.58,6067.936,7462.4,8162.824,8254.846,8385.92,7288.764,0.002,0.002,0.002,0.004,0.004,0.003,0.002,0.003,0.002,13262.575,13480.027,13840.389,13550.204,13581.998,14021.034,14416.41,14010.912,14161.824,14271.28,14304.5,14376.761,14651.878,14809.002,15068.845,14984.686,15201.036,14744.632,15224.438,15530.71,15389.042,15112.042,15055.578,15182.502,15118.706,15052.158,14979.806,14937.784,14954.338,14827.082,14833.272
458,56.0,Iowa,2018,soybeans,9950000,296.07,2332.566,1865.984,2097.834,2366.95,2190.052,2473.738,3449.998,4174.256,5371.606,6696.026,8108.502,8440.81,8430.422,8205.838,7235.652,0.001,0.002,0.003,0.003,0.005,0.006,0.002,0.006,0.006,13058.246,13075.867,13619.535,13739.311,13295.37,13479.232,13671.127,14015.986,13882.849,14205.852,14092.896,14078.59,14228.762,14405.911,14986.49,15089.274,15198.45,15265.404,15575.5,15376.812,15188.966,15149.76,15101.684,15129.548,15056.022,14946.402,14944.782,15077.326,15039.732,14936.374,14827.247
459,55.0,Iowa,2019,soybeans,9200000,2622.794,159.944,630.494,-119.171,1782.954,2604.764,3110.188,3675.688,4386.876,4709.526,6103.36,7375.874,7945.61,8412.37,8501.948,8235.58,0.001,0.003,0.002,0.004,0.007,0.004,0.002,0.003,0.006,13819.714,13576.557,13164.929,12951.232,13176.321,13319.145,13254.645,13098.032,13645.697,14044.341,14389.744,14267.094,14719.546,14900.828,14819.616,14885.575,14995.881,14812.786,15007.808,15349.176,15180.637,15063.361,15223.268,15092.2,15193.888,15009.644,14977.992,14980.976,14914.137,14820.74,14868.71
460,54.0,Iowa,2020,soybeans,9450000,1992.345,-100.97,374.594,1910.605,2555.814,2874.312,3241.916,3749.058,3944.922,4921.058,6133.028,7742.368,8461.522,8541.496,8235.282,7037.214,0.002,0.001,0.003,0.002,0.004,0.005,0.003,0.001,0.003,13710.414,13314.495,12996.104,13610.013,13526.584,13493.275,13777.203,14015.756,14267.74,14031.755,14207.086,14551.368,14767.38,14656.152,15075.509,15104.11,14865.048,14883.763,15033.092,15455.74,15303.056,15164.952,15164.445,15129.514,15083.852,14997.894,14962.976,14925.94,15022.324,15179.106,15057.478
461,63.0,Iowa,2021,soybeans,10100000,164.998,86.582,-68.586,973.95,2688.51,2871.636,3444.522,3961.246,4007.518,4947.08,6102.888,8002.032,8541.928,8613.216,8385.23,7793.986,0.001,0.001,0.003,0.002,0.004,0.003,0.003,0.003,0.002,13433.826,13680.254,13523.435,13264.27,13170.942,12811.662,13506.599,13950.126,14366.45,14338.77,14530.058,14805.08,14580.657,14739.403,15105.344,15185.924,14994.986,15.171,15096.793,15527.31,15575.51,15357.405,15111.858,15100.162,14971.688,15101.164,14964.491,15058.903,15031.112,15004.628,14923.03
462,127.0,Wisconsin,2001,corn,3400000,589.868,508.789,408.925,330.588,536.387,1348.418,3725.864,4470.692,6570.42,7156.725,6523.899,7661.856,7824.059,7946.692,7989.122,7837.958,0.001,0.002,0.001,0.004,0.004,0.003,0.001,0.003,0.003,13194.603,13423.419,13156.257,13174.939,13029.703,13094.707,13182.337,13483.291,13612.849,13819.724,13778.204,13966.963,14464.787,14286.054,14789.216,14629.918,14791.941,14911.611,14584.327,14830.815,14913.732,14917.295696153846,15161.578977011493,15010.765,15068.528,14837.681,15014.448,15056.305,14838.958,14901.155,14807.038
463,135.0,Wisconsin,2002,corn,3650000,3115.336,1604.311,1643.611,1097.96,1712.508,2.087,4048.896,4509.757,5175.179,6578.423,7469.636,7872.427,8074.988,8093.544,8114.479,7957.667,0.001,0.002,0.002,0.004,0.003,0.004,0.003,0.003,0.003,13327.57,13774.47,13390.379,13651.733,13505.501,13677.872,13566.941,13171.122,13606.784,13871.802,14098.917,13908.811,14392.561,14815.404,14383.409,14580.263,14496.119,14.621,14993.844,14827.587,14803.924,14887.177,15095.601,14931.744,15045.425,14929.385,14996.138,14888.155,14801.977,14875.925,14853.185
464,129.0,Wisconsin,2003,corn,3750000,3351.372,2932.019,756.019,1301.734,1806.23,3147.261,3563.208,4050.156,5463.052,6455.117,7192.668,7797.876,8221.267,8049.974,7880.129,7521.08,0.001,0.001,0.002,0.003,0.003,0.003,0.002,0.001,0.003,13504.767,13197.396,13096.243,13009.497,12887.564,13118.753,13624.483,13404.882,13113.758,14069.943,14344.433,13983.796,14450.153,14498.793,14654.765,14724.545,14730.031,14732.936,14844.758,14747.436,14979.692,15004.176,14928.566,14944.289,14900.758,14860.096,14934.014,14896.905,15032.502,15014.758,14841.448
465,136.0,Wisconsin,2004,corn,3600000,2122.447,1113.706,512.885,639.007,1440.572,3076.442,3833.321,4369.04,5704.755,6694.519,7368.694,7523.188,7901.936,8030.303,8051.186,7767.115,0.001,0.002,0.003,0.002,0.005,0.004,0.003,0.003,0.002,13205.203,13376.826,12943.92,12671.47,13040.134,13230.35,13644.798,13693.173,13645.024,13808.256,13845.947,14232.054,14375.249,14751.118,14561.932,14604.54,14622.785,14662.515,14669.085,14863.613,14810.012,14700.498,14872.542,14797.081,14890.678,14855.807,14911.723,14821.742,14670.859,14690.101,14852.549
466,148.0,Wisconsin,2005,corn,3800000,1030.431,863.702,760.816,720.442,1008.739,3108.248,3953.21,4488.813,5796.218,6808.068,7553.099,7994.769,7996.715,8018.402,7992.388,7762.972,0.002,0.001,0.001,0.002,0.003,0.003,0.002,0.002,0.003,13109.929,12854.684,12895.555,13236.044,13734.017,13466.614,13365.388,13405.282,13542.208,13657.052,13947.979,14391.021,14635.589,14765.096,14409.654,14728.345,14519.375,14821.849,14807.278,14939.267,14910.056,15077.225,14940.25,15041.054,15123.624,14939.791,14948.955,15030.122,14878.657,14796.842,14838.061
